[Produit] EAN	[Produit] Secteur	[Produit] Nomenclature
3560070434893	EPICERIE	Produits feuilletes et sables
3560070437405	PRODUITS FRAIS	Laits longue conservation natu
3560070437436	PRODUITS FRAIS	Laits longue conservation aromatisé
3560070439140	EPICERIE	Conserves de Haricots rouges
3560070439430	PRODUITS FRAIS	Poissons surgelés et preparations panee
3560070440634	PRODUITS FRAIS	,Brioche,, buns,, specialite individuelle,
3560071008451	PRODUITS FRAIS	Glaces Cones et cornets
3560070442805	EPICERIE	Autre pdt confiserie de sucre
3560070443475	PRODUITS FRAIS	Yaourts aux fruits
3560070445523	EPICERIE	Choux de Bruxelles
3560070445820	PRODUITS FRAIS	Plats cuisinés surgelés - specialites
3560070446384	PRODUITS FRAIS	Salades
3560070448135	PRODUITS FRAIS	Yaourts aux fruits
3560070449675	PRODUITS FRAIS	Pains de mie élaboré
3560070450190	EPICERIE	Conserves Asperges
3560070450220	EPICERIE	Conserves Asperges
3560070453306	LIQUIDES	Purs Jus de Fruits - Raisin
3560070454044	PRODUITS FRAIS	Salades
3560071008758	EPICERIE	Conserves  - Autres plats cuisines
3560070454747	PRODUITS FRAIS	Pates à tarte fraiches
3560070457335	PRODUITS FRAIS	Salades
3560070457403	PRODUITS FRAIS	Crèmes longue conservation
3560070459070	PRODUITS FRAIS	Fromages frais aromatises
3560070459100	PRODUITS FRAIS	Fromages frais aromatises
3560071008901	PRODUITS FRAIS	Autres fromages frais
3560071008949	LIQUIDES	Autres boissons non-gazeifiees Aux fruits
3560070464166	PRODUITS FRAIS	Poissons surgelés natures filets
3560070464258	EPICERIE	Potages liquides
3560070464289	EPICERIE	Potages liquides
3560070464319	EPICERIE	Potages liquides
3560070464340	EPICERIE	Potages liquides
3560070464739	EPICERIE	Potages liquides
3560070465491	EPICERIE	Moutardes
3560070468751	EPICERIE	Pâtes alimentaires sèches
3560070468782	EPICERIE	Pâtes alimentaires sèches
3560070468812	EPICERIE	Pâtes alimentaires sèches
3560070468843	EPICERIE	Pâtes alimentaires sèches
3560070468874	EPICERIE	Pâtes alimentaires sèches
3560070468904	EPICERIE	Pâtes alimentaires sèches
3560070468935	EPICERIE	Pâtes alimentaires sèches
3560070468966	EPICERIE	Pâtes alimentaires sèches
3560070468997	EPICERIE	Pâtes alimentaires sèches
3560070469024	EPICERIE	Pâtes alimentaires sèches
3560070469055	EPICERIE	Pâtes alimentaires sèches
3560070475681	PRODUITS FRAIS	Laits frais pasteurises
3560070475711	PRODUITS FRAIS	Laits frais pasteurises
3560070477197	EPICERIE	Biscuits sucrés Secs
3560070478637	LIQUIDES	Purs Jus de Fruits - Orange
3560070479245	PRODUITS FRAIS	Libre service - Autres volailles
3560070479580	EPICERIE	Cafés en dosettes
3560070479641	EPICERIE	Cafés en dosettes
3560070479702	EPICERIE	Cafés en dosettes
3560070482498	PRODUITS FRAIS	Autres saucisses
3560070482696	EPICERIE	Pâtés
3560070482726	EPICERIE	Pâtés
3560070483990	PRODUITS FRAIS	Libre service - Poulets
3560070484027	PRODUITS FRAIS	Libre service - Poulets
3560070487288	PRODUITS FRAIS	,Jus,, pulpes et coulis de fruit surgelés,
3560070487363	EPICERIE	,Gateaux roules,, fourres,
3560071009847	PRODUITS FRAIS	Charcuterie tranchée autres
3560071009861	PRODUITS FRAIS	Charcuterie tranchée autres
3560070488643	PRODUITS FRAIS	Patisseries salees surgelées
3560070489114	PRODUITS FRAIS	Plat cuis./préparé avec viande
3560070489237	PRODUITS FRAIS	Plat cuis./préparé avec viande
3560070489442	EPICERIE	Pâtes alimentaires sèches
3560070490769	EPICERIE	Potages liquides
3560070490929	EPICERIE	Autres biscuits sucrés
3560070492435	PRODUITS FRAIS	Herbes et assaisonnements surgelés
3560070492978	PRODUITS FRAIS	Autres patisseries et gateaux industriels
3560070494224	EPICERIE	Cafés en dosettes
3560070494255	EPICERIE	Cafés en dosettes
3560070494316	EPICERIE	Pâtes alimentaires sèches Spécialités
3560070494378	EPICERIE	Pâtes alimentaires sèches Spécialités
3560071010119	PRODUITS FRAIS	Autres saucisses
3560070495337	EPICERIE	Friandise chat
3560070495573	EPICERIE	Barquette humide chat
3560070495603	EPICERIE	Barquette humide chat
3560070495726	EPICERIE	Cornichons
3560070496600	PRODUITS FRAIS	Pates à tarte fraiches
3560070497072	EPICERIE	Cafés en dosettes
3560070498055	EPICERIE	Compotes pots / coupelles
3560070500796	PRODUITS FRAIS	Légumes verts surgelés
3560070502677	PRODUITS FRAIS	Mélanges de legumes/garniture surgelés
3560070502929	EPICERIE	Conserves Artichauts
3560070505753	PRODUITS FRAIS	Foie gras
3560071010287	EPICERIE	Cafés en dosettes
3560071010294	EPICERIE	Cafés en dosettes
3560070506040	PRODUITS FRAIS	Autre Charcuterie à cuire
3560070506071	EPICERIE	Conserves Coeur de palmier
3560070507573	PRODUITS FRAIS	Plat cuis./prépar.pate légume
3560070508495	EPICERIE	Biscuits sucrés Au chocolat
3560070508556	EPICERIE	Friandise chat
3560070510436	EPICERIE	,Patisseries indiv,, madeleines,
3560070511891	PRODUITS FRAIS	Raclette
3560071010409	EPICERIE	Conserves de Sardines
3560070511921	EPICERIE	Confiserie de chocolat
3560070513383	EPICERIE	Conserves Asperges
3560070514632	PRODUITS FRAIS	Fromage fondu type vqr
3560070517763	PRODUITS FRAIS	Calamar/encornet/poulpe/seches surgelés
3560070521715	EPICERIE	Autre pdt confiserie de sucre
3560071010485	PRODUITS FRAIS	Yaourts sante et biologique aux fruits
3560071010492	PRODUITS FRAIS	Yaourts sante et biologique aux fruits
3560070523696	PRODUITS FRAIS	Préparation pommes de terres
3560070529957	EPICERIE	Chocolat tablette - fourres
3560070530021	EPICERIE	Sauces chaudes - pâtes - riz
3560070530748	EPICERIE	Autre pdt confiserie de sucre
3560070533336	EPICERIE	Autres mélanges de légumes
3560070535071	PRODUITS FRAIS	Yaourts aux fruits
3560070535101	PRODUITS FRAIS	Yaourts aux fruits
3560070535194	EPICERIE	Sauces chaudes - pâtes - riz
3560070535552	LIQUIDES	Autres boissons non-gazeifiees Aux fruits
3560070535941	LIQUIDES	Autres boissons non-gazeifiees Au thé
3560070539239	EPICERIE	Macédoine de légumes
3560070541065	PRODUITS FRAIS	Dessert patissier
3560070541423	PRODUITS FRAIS	Crèmes dessert
3560070541607	PRODUITS FRAIS	Fromages de brebis
3560070543182	PRODUITS FRAIS	,Crèmes aux œufs,, petits pot crème,
3560070543632	PRODUITS FRAIS	Saucisses de strasbourg
3560070543663	PRODUITS FRAIS	Saucisses de strasbourg
3560070543762	PRODUITS FRAIS	Panés
3560070543816	PRODUITS FRAIS	Saucisses de strasbourg
3560070544684	EPICERIE	Autres mélanges de légumes
3560071010850	PRODUITS FRAIS	,Crèmes aux œufs,, petits pot crème,
3560070545056	PRODUITS FRAIS	Surimi
3560071010904	LIQUIDES	Jus de légumes
3560071010911	LIQUIDES	Jus de légumes
3560071010928	LIQUIDES	Jus de légumes
3560071010973	PRODUITS FRAIS	Riz et semoule
3560070545117	PRODUITS FRAIS	,Quiches,, tartes,, tourtes surgelées,
3560070545230	PRODUITS FRAIS	Patisseries salees surgelées
3560070546411	LIQUIDES	Sirops concentrés à base de plantes
3560070546442	LIQUIDES	Sirops concentrés à base de fruits
3560070548620	PRODUITS FRAIS	Libre service - Autres volailles
3560070549498	EPICERIE	Boissons chocolatées instantanées
3560070549528	EPICERIE	Boissons chocolatées instantanées
3560070551934	PRODUITS FRAIS	Produits exotiques
3560070553808	EPICERIE	Autres mélanges de légumes
3560070555673	PRODUITS FRAIS	Lardons
3560070555901	PRODUITS FRAIS	Pizzas
3560070555932	EPICERIE	Chocolat tablette - noirs
3560071011369	PRODUITS FRAIS	,Crèmes aux œufs,, petits pot crème,
3560071011383	PRODUITS FRAIS	Charc.volaille et autre viande
3560070556465	PRODUITS FRAIS	Spec.sucree dont crepe gauffre
3560070556939	PRODUITS FRAIS	Saumon fumés
3560070556991	PRODUITS FRAIS	Saumon fumés
3560070557165	PRODUITS FRAIS	Pizzas surgelées - Cuite sur pierre
3560070558575	EPICERIE	Conserves de viandes
3560070558636	EPICERIE	Conserves Plats cuisines base de viande
3560070558995	EPICERIE	,Chocolat patissier,,couverture,
3560070559084	LIQUIDES	Limonades gazéifiées
3560070562626	PRODUITS FRAIS	Patisseries industrielles - Madeleines
3560070562688	EPICERIE	Pochon humide chat
3560070562701	EPICERIE	Pochon humide chat
3560070562718	EPICERIE	Pochon humide chat
3560070562725	EPICERIE	Barquette humide chat
3560070562732	EPICERIE	Barquette humide chat
3560070562763	EPICERIE	Pochon humide chat
3560070563166	EPICERIE	Miels
3560070564743	LIQUIDES	Eaux plates Bouteille plastique
3560070564750	LIQUIDES	Eaux plates Bouteille plastique
3560070566143	PRODUITS FRAIS	Surimi
3560070566402	LIQUIDES	Autres fruits gazéifiées
3560070567621	PRODUITS FRAIS	Glaces Cones et cornets
3560070568222	PRODUITS FRAIS	Autres produits snacking glacés
3560070568253	PRODUITS FRAIS	Autres produits snacking glacés
3560070571666	PRODUITS FRAIS	Autres fromages frais
3560070572441	EPICERIE	Conserves Poivrons
3560070572892	PRODUITS FRAIS	Fromages blanc allegés
3560070572922	PRODUITS FRAIS	Crèmes fraiches epaisses
3560070573011	EPICERIE	Petits pains type suédois
3560070574469	EPICERIE	Sec chat
3560071011895	PRODUITS FRAIS	Yaourts a boire
3560071011901	PRODUITS FRAIS	Yaourts a boire
3560070577323	EPICERIE	Moutardes
3560070577439	LIQUIDES	Autres fruits gazéifiées
3560070577491	LIQUIDES	Autres fruits gazéifiées
3560070577521	LIQUIDES	Autres fruits gazéifiées
3560070577774	PRODUITS FRAIS	Glaces Batonnets
3560070579778	PRODUITS FRAIS	Charc.volaille et autre viande
3560070580439	LIQUIDES	Eaux gazeuses aromatisées
3560071012175	PRODUITS FRAIS	Sandwichs
3560071012182	PRODUITS FRAIS	Sandwichs
3560071012199	PRODUITS FRAIS	Sandwichs
3560071012212	PRODUITS FRAIS	Sandwichs
3560071012229	PRODUITS FRAIS	Sandwichs
3560071012236	PRODUITS FRAIS	Sandwichs
3560070580460	LIQUIDES	Eaux gazeuses aromatisées
3560070581849	EPICERIE	Mueslis
3560070581870	EPICERIE	Mueslis
3560070582709	EPICERIE	Autres céréales
3560070582761	EPICERIE	Autres céréales
3560070582853	EPICERIE	Autres céréales
3560070582914	EPICERIE	Autres céréales
3560070583157	EPICERIE	Biscuits sucrés Au chocolat
3560071012434	PRODUITS FRAIS	Fromages blanc nature
3560070584543	PRODUITS FRAIS	Autres préparations de fruits surgelés
3560071012458	PRODUITS FRAIS	Sandwichs
3560070585588	PRODUITS FRAIS	Plat cuis./préparé avec viande
3560070587483	PRODUITS FRAIS	,Brioche,, buns,, specialite individuelle,
3560070588428	PRODUITS FRAIS	Légumes verts surgelés
3560070588459	PRODUITS FRAIS	Mélanges de legumes/garniture surgelés
3560070588480	PRODUITS FRAIS	Herbes et assaisonnements surgelés
3560070589654	PRODUITS FRAIS	Charc.volaille et autre viande
3560070590179	EPICERIE	Pistaches
3560070590209	EPICERIE	Pistaches
3560070590230	EPICERIE	Autres graines salees
3560070590988	PRODUITS FRAIS	Légumes cuisines/ Purées / Gratins
3560070591015	PRODUITS FRAIS	Légumes cuisines/ Purées / Gratins
3560070591565	PRODUITS FRAIS	Fromages de chevre
3560070592203	PRODUITS FRAIS	Herbes et assaisonnements surgelés
3560071012731	EPICERIE	Pâtes alimentaires sèches
3560070592975	LIQUIDES	Eaux plates aromatisées
3560071012779	PRODUITS FRAIS	Poissons surgelés et preparations panee
3560070593309	PRODUITS FRAIS	Panettone/brioche/prd tranche
3560070593330	PRODUITS FRAIS	Pizzas
3560070593514	PRODUITS FRAIS	Pains de mie élaboré
3560070593545	PRODUITS FRAIS	Pains de mie élaboré
3560070594559	EPICERIE	Biscuits sucrés Aux fruits
3560070594580	PRODUITS FRAIS	Yaourts aux céréales
3560070594610	PRODUITS FRAIS	Yaourts aux céréales
3560070594641	PRODUITS FRAIS	Yaourts aux fruits
3560070595525	EPICERIE	Desserts a preparer
3560070596317	LIQUIDES	Autres fruits gazéifiées
3560070598021	PRODUITS FRAIS	Panés
3560070600090	PRODUITS FRAIS	Nuggets
3560070600151	PRODUITS FRAIS	Beurres Sans sel
3560070600434	EPICERIE	Conserves d'Ananas
3560070601189	PRODUITS FRAIS	Salades
3560070601998	PRODUITS FRAIS	Saumon fumés
3560070602407	PRODUITS FRAIS	Pizzas surgelées - Cuite sur pierre
3560070602438	PRODUITS FRAIS	Autres produits surgelés
3560070603046	EPICERIE	Céleri
3560070603824	PRODUITS FRAIS	Foie gras
3560070604432	PRODUITS FRAIS	Poissons surgelés et preparations panee
3560070605767	PRODUITS FRAIS	Foie gras
3560070605798	PRODUITS FRAIS	Foie gras
3560070605828	PRODUITS FRAIS	Foie gras
3560070605903	EPICERIE	Autre pdt confiserie de sucre
3560070607068	EPICERIE	Potages liquides
3560070609154	PRODUITS FRAIS	Foie gras
3560070609253	EPICERIE	Potages liquides
3560070609345	LIQUIDES	Purs Jus de Fruits - Orange
3560070609888	PRODUITS FRAIS	Quenelles
3560070610389	PRODUITS FRAIS	Autres saucisses
3560070610563	PRODUITS FRAIS	Plat cuis./préparé avec viande
3560070612130	EPICERIE	Vinaigrette
3560070612161	EPICERIE	Vinaigrette
3560070613342	EPICERIE	Conserves Artichauts
3560070614080	PRODUITS FRAIS	Plat cuis./préparé avec viande
3560070614110	EPICERIE	Autres céréales
3560070614202	EPICERIE	Autres céréales
3560070615056	EPICERIE	Mueslis
3560070621712	PRODUITS FRAIS	Charc.volaille et autre viande
3560070621774	EPICERIE	Riz Spécialités
3560070636310	PRODUITS FRAIS	Patisseries et tartes surgelées
3560070636471	PRODUITS FRAIS	Entrées exotiques
3560070648856	EPICERIE	Autres mélanges de légumes
3560070649204	EPICERIE	Biscuits sucrés Aux fruits
3560070649235	EPICERIE	Biscuits sucrés Aux fruits
3560070649327	EPICERIE	Biscuits sucrés Fourres
3560070649655	PRODUITS FRAIS	Libre service - Autres volailles
3560071013493	PRODUITS FRAIS	,Crevettes,, gambas surgelés,
3560071013493	PRODUITS FRAIS	,Crevettes,, gambas surgelés,
3560071013493	PRODUITS FRAIS	,Crevettes,, gambas surgelés,
3560071013493	PRODUITS FRAIS	,Crevettes,, gambas surgelés,
3560071013493	PRODUITS FRAIS	,Crevettes,, gambas surgelés,
3560071013493	PRODUITS FRAIS	,Crevettes,, gambas surgelés,
3560071013493	PRODUITS FRAIS	,Crevettes,, gambas surgelés,
3560070649686	PRODUITS FRAIS	Libre service - Autres volailles
3560070649778	EPICERIE	,Patisseries indiv,, madeleines,
3560070650859	PRODUITS FRAIS	Calamar/encornet/poulpe/seches surgelés
3560070655595	PRODUITS FRAIS	Plats cuisinés surgelés - a base de pates
3560070655625	PRODUITS FRAIS	Plats cuisinés surgelés - a base de volaile
3560070657483	EPICERIE	,Aides culinaires,, boillons solides et court bouillon,
3560070657698	EPICERIE	Conserves de Petits pois
3560071013660	PRODUITS FRAIS	Flans
3560070657728	EPICERIE	Conserves de Petits pois carottes
3560070659487	EPICERIE	Thés parfumés
3560070659517	EPICERIE	Thés parfumés
3560070660575	EPICERIE	,Chocolat patissier,,couverture,
3560070661077	EPICERIE	Sauces chaudes - viandes - poissons
3560070668236	PRODUITS FRAIS	Poissons surgelés et preparations panee
3560070669684	EPICERIE	Conserves de Petits pois
3560070669813	EPICERIE	Sauces chaudes à base de tomate et tomate frito
3560070669844	EPICERIE	Sauces chaudes - pâtes - riz
3560070669875	EPICERIE	Sauces chaudes - pâtes - riz
3560070669905	EPICERIE	Sauces chaudes - pâtes - riz
3560070671212	EPICERIE	Sauces chaudes - pâtes - riz
3560071013936	EPICERIE	Petits pots infantiles
3560071013943	EPICERIE	Autres Aliments infantiles hors lait
3560071013967	EPICERIE	Autres Aliments infantiles hors lait
3560071013981	EPICERIE	Plats infantiles
3560071013998	EPICERIE	Plats infantiles
3560071014094	EPICERIE	Produits diététiques Autres sucrés
3560070673193	PRODUITS FRAIS	Plats cuisinés surgelés - specialites
3560070677498	EPICERIE	Choux de Bruxelles
3560070677795	EPICERIE	Sauces chaudes - pâtes - riz
3560070677825	EPICERIE	Sauces chaudes - viandes - poissons
3560070679904	PRODUITS FRAIS	Pizzas surgelées - Standard
3560070680016	EPICERIE	Sauces chaudes - pâtes - riz
3560070680559	EPICERIE	Conserves Asperges
3560070681136	PRODUITS FRAIS	Entrées exotiques
3560070681167	PRODUITS FRAIS	Entrées exotiques
3560070681198	PRODUITS FRAIS	Entrées exotiques
3560070681228	PRODUITS FRAIS	Entrées exotiques
3560070681259	PRODUITS FRAIS	Entrées exotiques
3560071014384	PRODUITS FRAIS	Crèmes dessert
3560070681662	PRODUITS FRAIS	Glaces Batonnets
3560070683550	EPICERIE	Autres céréales
3560070683581	EPICERIE	Autres céréales
3560070683895	EPICERIE	Conserves de Tomates concassées
3560070683987	PRODUITS FRAIS	Glaces Cones et cornets
3560070686940	EPICERIE	Autres graines salees
3560070686971	EPICERIE	Autres graines salees
3560070687114	PRODUITS FRAIS	Frites surgelées
3560070687145	PRODUITS FRAIS	Frites surgelées
3560070687589	EPICERIE	Cacahuetes
3560070687619	EPICERIE	Cacahuetes
3560070688968	EPICERIE	Conserves Poivrons
3560070689569	EPICERIE	Conserves Poivrons
3560071014667	PRODUITS FRAIS	Desserts - Mousses
3560070689620	PRODUITS FRAIS	Calamar/encornet/poulpe/seches surgelés
3560070689651	PRODUITS FRAIS	Calamar/encornet/poulpe/seches surgelés
3560070689682	PRODUITS FRAIS	Autres fruits de mer/preparés surgelés
3560070689927	EPICERIE	Noix de cajou
3560070690916	EPICERIE	Salsifis
3560070690947	EPICERIE	Salsifis
3560070692453	LIQUIDES	Limonades gazéifiées
3560070692712	LIQUIDES	Boissons colas - Colas
3560070692729	LIQUIDES	Boissons colas - Colas
3560070692842	PRODUITS FRAIS	Autres saucisses
3560070693337	PRODUITS FRAIS	Autres Plats cuisinés surgelés
3560070694983	PRODUITS FRAIS	Pizzas surgelées - Standard
3560070697410	PRODUITS FRAIS	Frites surgelées
3560070697748	PRODUITS FRAIS	Assortiment tranche
3560070698202	PRODUITS FRAIS	Liégeois
3560070698295	PRODUITS FRAIS	Desserts - Mousses
3560070698981	EPICERIE	Huiles Olive
3560070699223	PRODUITS FRAIS	Frites surgelées
3560070699254	PRODUITS FRAIS	Frites surgelées
3560070699346	PRODUITS FRAIS	Préparation pommes de terres
3560070699377	PRODUITS FRAIS	Frites surgelées
3560070699438	PRODUITS FRAIS	Préparation pommes de terres
3560070699469	PRODUITS FRAIS	Frites surgelées
3560070700110	PRODUITS FRAIS	Charc.volaille et autre viande
3560070704118	PRODUITS FRAIS	Charc.volaille et autre viande
3560070704255	EPICERIE	Salsifis
3560070704286	EPICERIE	Salsifis
3560070704316	EPICERIE	Autres mélanges de légumes
3560070704965	EPICERIE	Cafés solubles
3560070705740	EPICERIE	Pommes de terre
3560070708000	PRODUITS FRAIS	Pates fourrees
3560070708031	PRODUITS FRAIS	Autres jambons
3560070710232	PRODUITS FRAIS	Autres legumes surgelés
3560070710294	PRODUITS FRAIS	Légumes verts surgelés
3560070710379	PRODUITS FRAIS	Préparation pommes de terres
3560070710652	LIQUIDES	Bières Spécialité
3560070710836	PRODUITS FRAIS	Fromages blanc allegés
3560070711277	EPICERIE	Sucres
3560070712519	EPICERIE	Biscuits sucrés Secs
3560070713110	EPICERIE	Cafés en dosettes
3560070713271	EPICERIE	Sauces chaudes - pâtes - riz
3560070713677	EPICERIE	Fruits secs
3560070714056	EPICERIE	Cafés moulus
3560070714087	EPICERIE	Cafés moulus
3560070714568	PRODUITS FRAIS	Bœuf haché / Préparation / Découpe
3560070715480	EPICERIE	Crackers
3560070715862	EPICERIE	Conserves de Haricots blancs
3560070717514	PRODUITS FRAIS	Jambons crus
3560070717934	PRODUITS FRAIS	Pates à tarte fraiches
3560070718214	EPICERIE	Pochon humide chat
3560070718245	EPICERIE	Pochon humide chat
3560070718399	EPICERIE	Lait chat
3560070718634	EPICERIE	Snacks: Produits souffles et extrudes
3560070718665	EPICERIE	Snacks: Produits souffles et extrudes
3560070718696	EPICERIE	Snacks: Produits souffles et extrudes
3560070718962	EPICERIE	Crackers
