Nr	Namn	Postadress	Kommun	Län	Kategori	Övrig verksamhet	Djurslag	Kontrollerande myndighet	lat	lng
6035	Jämtland Fisk AB	Storgatan 41, 833 61 Gäddede	STRÖMSUND	JÄMTLAND	FFPP	\N	\N	Livsmedelsverket	64.5006477	14.1449991
6036	LL 425 Vikefjord	Skepparevägen 8, 456 60 HUNNEBOSTRAND	SOTENÄS	VÄSTRA GÖTALANDS LÄN	FV	\N	\N	Livsmedelsverket	58.452646	11.2989794
6038	Skottorps Mejeri	Skottorps Slott, 312 96 Laholm	LAHOLM	HALLAND	PP	\N	B	Livsmedelsverket	56.4358626	12.9786982
6040	Ljunga Chark	Ljunga Chark i Örkelljunga AB, Valhallavägen 18, 286 31 Örkelljunga	KLIPPAN	SKÅNE LÄN	PP(mp)	CS(kf)	\N	Livsmedelsverket	56.2847198	13.2813101
6044	SD 437 i Edsvik AB	Norra Edsvik 19, 457 95 Grebbestad	TANUM	VÄSTRA GÖTALANDS LÄN	FV	\N	\N	Livsmedelsverket	58.7145361	11.2340251
6045	Arne Luthström	Hamnvägen 235, 953 95 Nikkala	HAPARANDA	NORRBOTTEN	FFPP PP	\N	\N	Livsmedelsverket	65.790471	23.9225855
6046	LL 161	c/o Lars Lebro, Marias väg 4, 474 31 Ellös	ORUST	VÄSTRA GÖTALANDS LÄN	FV	\N	\N	Livsmedelsverket	58.183166	11.4683349
6048	Robert Kattilavaara	Vestmansvägen 13, 952 50 Kalix-Nyborg	KALIX	NORRBOTTEN	PP	\N	\N	Livsmedelsverket	65.7896008	23.1898346
6049	SD 341 Sundland II	Stensågarev 27 A, 457 72 Grebbestad	TANUM	VÄSTRA GÖTALANDS LÄN	FV	\N	\N	Livsmedelsverket	58.6880096	11.263381
6051	Brändö Fisk AB	Brändönäset 16, 975 97 Luleå	LULEÅ	NORRBOTTEN	FFPP PP	\N	\N	Livsmedelsverket	65.6984227	22.3460232
6052	Scandinavian Nature Seafood	Fiskhamnsgatan 33, 414 58 Göteborg	GÖTEBORG	VÄSTRA GÖTALANDS LÄN	FFPP WM	\N	\N	Kommunen	57.6978488	11.9201026
6057	Sörfennsta Gårdsmejeri	Sörfennsta Lantbruk AB, Sörfennsta 102, 736 92 Kungsör	ARBOGA	VÄSTMANLAND	PP	\N	B	Livsmedelsverket	59.4034039	16.2186144
6058	Sandefjord Fiske AB	Tumlarestigen 14, 475 45 Fotö	ÖCKERÖ	VÄSTRA GÖTALANDS LÄN	FV	\N	\N	Livsmedelsverket	57.6698645	11.6569463
6062	SD 158 Luna	Håkebytorp 4, 457 91 Tanumshede	TANUM	VÄSTRA GÖTALANDS LÄN	FV	\N	\N	Livsmedelsverket	58.7507843	11.2867149
6064	GG 704 Timor	Enrisvägen 6, 475 40 HÖNÖ	ÖCKERÖ	VÄSTRA GÖTALANDS LÄN	FV	\N	\N	Livsmedelsverket	57.6851499	11.6572358
6066	Bondens Skafferi AB	Husarvägen 11, 291 37 Kristianstad	KRISTIANSTAD	SKÅNE LÄN	CP MP MM	V-MP V-MM CS(kf) I-CP	B P	Livsmedelsverket	56.0568547	14.1508114
6067	SD 623 Dagny	c/o Hans Larsson, Strömvägen 24, 452 38 Strömstad	STRÖMSTAD	VÄSTRA GÖTALANDS LÄN	FV	\N	\N	Livsmedelsverket	58.9505269	11.1748032
6069	LL207 Nautic	c/o Kent Sivertsson, Östergatan 10, 456 32 Kungshamn	SOTENÄS	VÄSTRA GÖTALANDS LÄN	FV	\N	\N	Livsmedelsverket	58.3546134	11.2720579
6077	GG 980 Danafjord	c/o Fiskeri AB, Musslestigen 1, 475 45 Fotö	ÖCKERÖ	VÄSTRA GÖTALANDS LÄN	FV	\N	\N	Livsmedelsverket	57.6671939	11.6561141
6078	GG 73 Ingun	c/o Fiskeri AB, Musslestigen 1, 475 45 Fotö	ÖCKERÖ	VÄSTRA GÖTALANDS LÄN	FV	\N	\N	Livsmedelsverket	57.6671939	11.6561141
6079	SD 511 EROS III	c/o Jan-Olof Hellberg, Hoveröd 1, 457 96 Lur	TANUM	VÄSTRA GÖTALANDS LÄN	FV	\N	\N	Livsmedelsverket	58.8389035	11.3851214
6082	SD 248 Axö	Norra Edsvik 19, 457 95 GREBBESTAD	TANUM	VÄSTRA GÖTALANDS LÄN	FV	\N	\N	Livsmedelsverket	58.7145361	11.2340251
6083	Nippon	Skal 107, 453 92 LYSEKIL	LYSEKIL	VÄSTRA GÖTALANDS LÄN	FV	\N	\N	Livsmedelsverket	58.316667	11.4666671
6085	LL 470 Starlet	c/o Hans Andersson, Österängsgatan 8, 456 50 Smögen	SOTENÄS	VÄSTRA GÖTALANDS LÄN	FV	\N	\N	Livsmedelsverket	58.3636398	11.234719
6086	LL 775 RIO	c/o Smögens Skaldjur & Fiskeri AB, Sillgatan 9, 456 51 SMÖGEN	SOTENÄS	VÄSTRA GÖTALANDS LÄN	FV	\N	\N	Livsmedelsverket	58.3537879	11.2249227
6087	LL 628 Atlantic AB	Udden 36, 451 79 Grundsund	LYSEKIL	VÄSTRA GÖTALANDS LÄN	FV	\N	\N	Livsmedelsverket	58.2159048	11.4146873
6088	SD 19 Måsen	c/o Stefan Johansson, Möevägen 54, 455 33 Munkedal	TANUM	VÄSTRA GÖTALANDS LÄN	FV	\N	\N	Livsmedelsverket	58.4849036	11.6907688
6092	SD 562 Kragerö	G:a Holmsbacksvägen 32, 457 97 Resö	TANUM	VÄSTRA GÖTALANDS LÄN	FV	\N	\N	Livsmedelsverket	58.8008726	11.1774279
6093	Fiskeri AB Signora	Åkervägen  6, 475 32 Öckerö	ÖCKERÖ	VÄSTRA GÖTALANDS LÄN	FV	\N	\N	Livsmedelsverket	57.7065321	11.647997
6094	SD 95 Mia	c/o Lars-Åke Olsson, Långedal 29, 457 41 Fjällbacka	TANUM	VÄSTRA GÖTALANDS LÄN	FV	\N	\N	Livsmedelsverket	58.6366125	11.2896751
6095	Norins ostlager	Apotekaregatan 10a, 582 27 Linköping	LINKÖPING	ÖSTERGÖTLAND	RW	CS(kf)	\N	Livsmedelsverket	58.4102145	15.6194574
6098	LL9 Svartskär	c/o Niclas Hallberg, Nygatan 30, 453 34 LYSEKIL	LYSEKIL	VÄSTRA GÖTALANDS LÄN	FV	\N	\N	Livsmedelsverket	58.2816444	11.4433247
6099	GG 1221 Singapore	c/o Robert Gustafsson, Allévägen 25, 471 41 Rönnäng	TJÖRN	VÄSTRA GÖTALANDS LÄN	FV	\N	\N	Livsmedelsverket	57.9404245	11.5975027
6102	SD 991 Tärnskär	c/o Nils Holgersson, Loskärsgatan 3, 457 73 Havstenssund	TANUM	VÄSTRA GÖTALANDS LÄN	FV	\N	\N	Livsmedelsverket	58.7570909	11.1814376
6103	Västerland AB	Hemvärnsvägen 20, 475 42 Hönö	ÖCKERÖ	VÄSTRA GÖTALANDS LÄN	FV	\N	\N	Livsmedelsverket	57.6902777	11.654308
6104	Takete Sushi	c/o Ahmed Jiab, Kungshöjdsgatan 11B, 411 20 Göteborg	MÖLNDAL	VÄSTRA GÖTALANDS LÄN	FFPP	\N	\N	Livsmedelsverket	57.7017875	11.9600007
6106	Al-Rafidein Catering Kopparbergsgatan 23 Malmö	c/o Arkan Al-Saade, Kopparbergsgatan 23, 214 44 Malmö	MALMÖ	SKÅNE LÄN	PP(mp)	\N	\N	Livsmedelsverket	55.5870262	13.0272993
6108	Gourmet Food	c/o Gourmet Food Fredrik Savnberg AB, Box 5114, 121 17 JOHANNESHOV	GÖTEBORG	VÄSTRA GÖTALANDS LÄN	CP MP MM PP(mp)	V-MP V-MM VI-PP(mp) CS(kf) I-CP	B O P	Livsmedelsverket	59.2964153	18.0755919
6111	Skrea Ost AB	Skrea, Kullagård, 311 92 FALKENBERG	FALKENBERG	HALLAND	PP	\N	B	Livsmedelsverket	56.8836913	12.5700539
6113	Gårdsmejeriet Sanda	c/o Inger Wallin, Ramsdalsvägen 30, 136 68 Vendelsö	HANINGE	STOCKHOLM	PP	\N	B	Livsmedelsverket	59.1749089	18.1883326
6114	WP Knackwurst AB	Bruksgatan 14, 241 71 Marieholm	ESLÖV	SKÅNE LÄN	MP PP(mp)	VI-PP(mp) CS(kf) V-MP	\N	Livsmedelsverket	55.8648811	13.1634706
6117	LL 607 Fylgia	c/o Fiskerederi Flygia AB, Serpentinvägen 12, 456 32 Kungshamn	SOTENÄS	VÄSTRA GÖTALANDS LÄN	FV	\N	\N	Livsmedelsverket	58.3549413	11.2670612
6120	Hjälmarfisk AB Bergsjödalen 43	Fiskhamnsgatan 33, 414 58 GÖTEBORG	GÖTEBORG	VÄSTRA GÖTALANDS LÄN	FFPP	CS(kf) CS(i)	\N	Livsmedelsverket	57.6978488	11.9201026
6121	Köket Sorunda	5247 Röinge, 281 92 Hässleholm	HÄSSLEHOLM	SKÅNE LÄN	MP PP(mp)	VI-PP(mp) V-MP	\N	Livsmedelsverket	56.1569418	13.828057
6122	Gronko AB	Mässviks Säteri, 661 93 Säffle	KARLSTAD	VÄRMLAND	CP MP MM PP(mp) PP	V-MP V-MM VI-PP(mp) VIII-PP I-CP	B	Livsmedelsverket	59.220319	13.112853
6124	GG 168 Tromsö	c/o Per Alexandersson, Björkvägen 36, 475 37 Bohus-Björkö	ÖCKERÖ	VÄSTRA GÖTALANDS LÄN	FV	\N	\N	Livsmedelsverket	57.7335901	11.6821142
6130	Fjällbacka Fiskgrossist AB	Fiskhamnsgatan 31, 456 51 SMÖGEN	SOTENÄS	VÄSTRA GÖTALANDS LÄN	FFPP	\N	\N	Livsmedelsverket	58.3536205	11.2284257
6134	Svedjan Ost AB	Södra Svedjan 29, 934 94 KÅGE	SKELLEFTEÅ	VÄSTERBOTTEN	PP	\N	B	Livsmedelsverket	64.9580698	20.5759594
6135	Viskadalens Gårdsglass AB	Drared 11 B, 432 66 Veddige	VARBERG	HALLAND	PP	\N	B	Livsmedelsverket	57.2836339	12.386734
6137	Oaxen Skafferi	Beckholmsvägen 26, 115 21 Stockholm	STOCKHOLM	STOCKHOLM	MP PP(mp) PP	VI-PP(mp) VIII-PP V-MP	\N	Kommunen	59.3223377	18.1017094
6139	Svensk Cater	Produktionsvägen 3, 262 96 Ängelholm	ÄNGELHOLM	SKÅNE LÄN	CP MP MM PP(mp) FFPP PP	V-MP V-MM VI-PP(mp) VIII-FFPP VIII-PP CS(kf) CS(i) I-CP	B P	Livsmedelsverket	56.1924499	12.8524816
6147	DHL Supply Chain (Sweden ) AB	Paketvägen 1, 702 36 Örebro	ÖREBRO	ÖREBRO	CS(k)	\N	\N	Livsmedelsverket	59.2124318	15.1558181
6151	Hansjö Mejeri	Mässvägen 4, 794 90 ORSA	ORSA	DALARNAS LÄN	PP	\N	B	Livsmedelsverket	61.1466886	14.6259108
6152	Niso Kebabprodukter AB	Torsgränd 3, 603 63 Norrköping	NORRKÖPING	ÖSTERGÖTLAND	MP MM PP(mp)	VI-PP(mp) CS(kf) V-MP V-MM	\N	Livsmedelsverket	58.5817114	16.163902
6153	Lapplands viltprodukter AB	Volgsjövägen 32 B, 912 32 Vilhelmina	VILHELMINA	VÄSTERBOTTEN	CP MP PP(mp) PP	IV-CP V-MP VI-PP(mp) VIII-PP III-CP	fG wU wA wG	Livsmedelsverket	64.6252192	16.6528021
6154	Vingafjord Fiskeri AB	Önnereds Bryggväg 81 B, 421 57 VÄSTRA FRÖLUNDA	GÖTEBORG	VÄSTRA GÖTALANDS LÄN	PP	\N	\N	Livsmedelsverket	57.6394426	11.8734384
6156	Svarta Lådans Kök Vinsta	Box 2040, 151 02 SÖDERTÄLJE	STOCKHOLM	STOCKHOLM	PP(mp)	\N	\N	Kommunen	59.195363	17.625689
6157	Hoverberg Fisk AB	C/O GEHM Ekonomi, Stationsvägen 7, 854 31 SVENSTAVIK	BERG	JÄMTLAND	FFPP	\N	\N	Livsmedelsverket	62.7688946	14.4384774
6159	SD 451 Ferder AB	Krossekärr 21, 457 95 Grebbestad	TANUM	VÄSTRA GÖTALANDS LÄN	FV	\N	\N	Livsmedelsverket	58.6926219	11.2285426
6160	Titania GG 105	Egnahemsvägen 33, 475 45 Fotö	ÖCKERÖ	VÄSTRA GÖTALANDS LÄN	FV	\N	\N	Livsmedelsverket	57.6692427	11.6577409
6161	Västerbottens Fisk AB	Blåvägen 5, 913 32 HOLMSUND	UMEÅ	VÄSTERBOTTEN	FFPP PP	CS(kf) CS(i)	\N	Livsmedelsverket	63.6810058	20.3375586
6162	GG 707 Arkö	c/o Arkö Fiske AB, Bäckeviksvägen 17, 471 42 Rönnäng	TJÖRN	VÄSTRA GÖTALANDS LÄN	FFPP FV	\N	\N	Livsmedelsverket	57.9455628	11.6159512
6163	SD 43 Helgoland	c/o Magnus Håkansson, Skogetorp 4, Hagekärr, 457 93 TANUMSHEDE	TANUM	VÄSTRA GÖTALANDS LÄN	FV	\N	\N	Livsmedelsverket	58.6409968	11.3118874
6164	Kustcharken	Lycke 4, 456 91 Kungshamn	SOTENÄS	VÄSTRA GÖTALANDS LÄN	CP MP MM PP(mp)	IV-CP V-MP V-MM VI-PP(mp) I-CP	B O P wU	Livsmedelsverket	58.4125512	11.3363765
6165	Ramsele Fisk	c/o Mariusz Kulis Hagavägen 35, 880 40 Ramsele	SOLLEFTEÅ	VÄSTERNORRLAND	FFPP	\N	\N	Livsmedelsverket	63.5393137	16.4693193
6166	Swodok AB	Båtsjaur 22, 938 94 ARJEPLOG	ARJEPLOG	NORRBOTTEN	CP GHE MP MM PP(mp) FFPP PP	IV-CP IV-GHE V-MP V-MM VI-PP(mp) VIII-FFPP VIII-PP III-CP	fG wU	Livsmedelsverket	66.0587183	17.3453681
6168	Anna Food AB	Cementvägen 2, 136 50 JORDBRO	HUDDINGE	STOCKHOLM	MP MM PP(mp)	VI-PP(mp) CS(kf) V-MP V-MM	\N	Livsmedelsverket	59.1453966	18.1138981
6170	Ersoy Kebab AB	Antennvägen 4, 135 48 Tyresö	TYRESÖ	STOCKHOLM	MP	CS(kf)	\N	Livsmedelsverket	59.2422079	18.2009612
6173	SD 262 Carona	ResöRan AB, Gamla Skolan 1, 457 97 Resö	TANUM	VÄSTRA GÖTALANDS LÄN	FV	\N	\N	Livsmedelsverket	58.8008248	11.1795653
6179	Feldts Fisk	c/o Feldts Fisk & Skaldjur AB, Roparebacken, 456 31 Kungshamn	GÖTEBORG	VÄSTRA GÖTALANDS LÄN	WM AH	\N	\N	Kommunen	58.3674572	11.2434053
6180	Limmareds Säteri	c/o Yngve Larsson, Limmareds Säteri, 514 50 Limmared	TRANEMO	VÄSTRA GÖTALANDS LÄN	CP MP MM	IV-CP V-MP V-MM I-CP	B O P wU	Livsmedelsverket	57.5234599	13.3360048
6184	Urban Deli Sickla	Sveavägen 44, 111 34 Stockholm	NACKA	STOCKHOLM	MP MM PP(mp)	VI-PP(mp) V-MP V-MM	\N	Livsmedelsverket	59.3371076	18.0623829
6185	Fors Säteri AB	Fors Säteri, 641 97 Katrineholm	KATRINEHOLM	SÖDERMANLAND	PP(mp)	\N	\N	Livsmedelsverket	59.0694351	16.3554955
6186	Västsvenska skaldjur	Morkullevägen 84, 474 32 Ellös	ORUST	VÄSTRA GÖTALANDS LÄN	FFPP PP	\N	\N	Livsmedelsverket	58.1712698	11.4698638
6195	Fam. Hansen Chark	Åsarvägen 72B, 905 80 UMEÅ	UMEÅ	VÄSTERBOTTEN	MP MM PP(mp) PP(f)	VI-PP(mp) XII-PP(f) V-MP V-MM	\N	Livsmedelsverket	63.8258471	20.2630354
6196	LL677 Ocean	Storemyrsgatan 5, 456 33 KUNGSHAMN	SOTENÄS	VÄSTRA GÖTALANDS LÄN	FV	\N	\N	Livsmedelsverket	58.3633221	11.2536614
6197	Västsmak AB	Hildedalsgatan 150, 417 05 GÖTEBORG	GÖTEBORG	VÄSTRA GÖTALANDS LÄN	PP(mp)	\N	\N	Kommunen	57.7364585	11.9484128
6200	Almunge Kött anl Stora Väsby	Faringe Solvalla 520, 740 10 Almunge	UPPSALA	UPPSALA	CP MP MM PP(mp)	V-MP V-MM VI-PP(mp) I-CP	B O P	Livsmedelsverket	59.9549678	18.1505044
6201	Ängsholmens gårdsmejeri	Ängsholmen 915, 740 47 HARBO	HEBY	UPPSALA	PP	\N	B	Livsmedelsverket	60.1042551	17.2905642
6202	Holmarnas Delikatesser	Fiskhamnsgatan 31, 414 58 Göteborg	GÖTEBORG	VÄSTRA GÖTALANDS LÄN	FFPP	\N	\N	Kommunen	57.6980584	11.9221168
6205	Texas Smoke House Slakthusområdet	Instrumentvägen 45, 126 53 Hägersten	STOCKHOLM	STOCKHOLM	PP(mp)	\N	\N	Kommunen	59.307707	17.9830536
6208	Franzéns Charkuterier	c/o Kristofer Franzén, Biskopskulla, Rönna 1, 749 63 Örsundsbro	ENKÖPING	UPPSALA	MP PP(mp)	VI-PP(mp) V-MP	\N	Livsmedelsverket	59.71716	17.230369
6211	Nöbbelövs Gårdsmejeri AB	Nöbbelövsvägen 208, 291 91 Kristianstad	KRISTIANSTAD	SKÅNE LÄN	PP	\N	B	Livsmedelsverket	55.9613476	14.0344847
6216	Rössbo Övra Gårdsmejeri	c/o Daniel Lund, Övra Rössbo 302, 382 91 Nybro	KALMAR	KALMAR	PP	\N	B	Livsmedelsverket	56.7777221	16.0120726
6218	VG 24 Marie af Träslövsläge	Hålvägen 6, 432 75 Träslövsläge	VARBERG	HALLAND	FV	\N	\N	Livsmedelsverket	57.0572988	12.271564
6222	Räkexport Produktion	c/o Räkexport Produktion i Gbg AB, 414 58 Göteborg	GÖTEBORG	VÄSTRA GÖTALANDS LÄN	FFPP	\N	\N	Kommunen	57.6991435	11.9281637
6226	Jörgen Karlsson\'s	Skogshyddan 1, 540 66 Sjötorp	MARIESTAD	VÄSTRA GÖTALANDS LÄN	FFPP PP	\N	\N	Livsmedelsverket	58.8365715	13.9804666
6227	Fiskebod Åskär Torsö	Torsö Norra Nyborg 1, 542 91 TORSÖ	MARIESTAD	VÄSTRA GÖTALANDS LÄN	FFPP PP WM AH	\N	\N	Livsmedelsverket	58.7888046	13.7878236
6228	Ekenäs Gård	c/o Jens-Peder Abrahamsson, Sundsören 108, 542 92 Mariestad	MARIESTAD	VÄSTRA GÖTALANDS LÄN	FFPP PP	\N	\N	Livsmedelsverket	58.7827574	13.8703048
6229	Brommösunds Fisk - Laxhalls hamn	Brommösund Sjöliden, 542 91 Torsö	MARIESTAD	VÄSTRA GÖTALANDS LÄN	PP	\N	\N	Livsmedelsverket	58.8231514	13.7246812
6230	Henric\'s AB (Spoons)	Norra Grängesbergsgatan 17, 214 50 Malmö	MALMÖ	SKÅNE LÄN	PP(mp)	\N	\N	Livsmedelsverket	55.5849228	13.0261566
6231	Fiskhusets fiskgrossist	c/o Fiskhuset Hillberg AB, Fiskhamnsgatan 33, 414 58 Göteborg	GÖTEBORG	VÄSTRA GÖTALANDS LÄN	FFPP PP	\N	\N	Kommunen	57.6978488	11.9201026
6235	Smulans Fisk	c/o Anders Jonsson, Ljungströmsvägen 7C, 531 53 LIDKÖPING	LIDKÖPING	VÄSTRA GÖTALANDS LÄN	FFPP PP	\N	\N	Livsmedelsverket	58.507515	13.137
6236	B8 Sverige AB	c/o Magnus Andersson, Box 4118, 102 62 Stockholm	HANINGE	STOCKHOLM	PP(mp)	\N	\N	Livsmedelsverket	59.3293235	18.0685808
6238	Rältagården AB	Djura Hissenvägen 1, 785 50 DJURA	LEKSAND	DALARNAS LÄN	CP MP PP(mp)	V-MP VI-PP(mp) I-CP	B	Livsmedelsverket	60.6273018	15.0043743
6240	Vänga Gårdsmejeri AB	Tämta Näs Östergården 27, 513 93 FRISTAD	VÅRGÅRDA	VÄSTRA GÖTALANDS LÄN	PP	\N	B	Livsmedelsverket	57.8875656	12.8978788
6241	Frysboxen i Hässleholm AB	Krossgatan 20, 281 44 STOBY	HÄSSLEHOLM	SKÅNE LÄN	CS(f) CS(i)	\N	\N	Livsmedelsverket	56.1683434	13.8169876
6242	Eight Market AB	Industrivägen 5, 333 72 BREDARYD	VÄRNAMO	JÖNKÖPING	MP PP(mp)	VI-PP(mp) CS(kf) V-MP	\N	Livsmedelsverket	57.174334	13.7439037
6247	Vänernförsäljning AB	Hökaskog Per Ravelsgården 1, 533 92 LUNDSBRUNN	ESLÖV	SKÅNE LÄN	CS(f) CS(k) CP MP MM	I-CP V-MP V-MM 0-CS(f) 0-CS(k)	B P	Livsmedelsverket	58.4612179	13.5061614
6248	Renbiten AB	Grövelsjövägen 360, 790 91 IDRE	ÄLVDALEN	DALARNAS LÄN	CP MP MM PP(mp) PP(pap)	IV-CP V-MP V-MM VI-PP(mp) VI-PP(pap) III-CP	fG wU	Livsmedelsverket	61.8582174	12.7259598
6253	RJ Närproducerat	Nävrekärrsvägen 51, 473 32 HENÅN	ORUST	VÄSTRA GÖTALANDS LÄN	CP MM PP(mp)	V-MM VI-PP(mp) I-CP	O P	Livsmedelsverket	58.229487	11.6740217
6255	Lager 1	c/o Lager 1 i Östersund AB, Midgårdsgatan 2, 831 45 ÖSTERSUND	ÖSTERSUND	JÄMTLAND	CS(f) CS(i) CS(k)	\N	\N	Livsmedelsverket	63.1635558	14.6532405
6256	Gustavssons Fisk och Kräftor i Hjo AB	Knäpplan 1, 544 92 HJO	HJO	VÄSTRA GÖTALANDS LÄN	FFPP PP	\N	\N	Livsmedelsverket	58.2966057	14.2732835
6257	Privab fryslager Visby	Björn Olofssons Partihandel AB, Lundbygatan 2, 621 41 VISBY	GOTLAND	GOTLAND	CS(f) CS(i)	\N	\N	Livsmedelsverket	57.6331905	18.336076
6258	Klimat-Transport	c/o Klimat Transport & Logistik AB, Långebergavägen 52, 256 69 Helsingborg	HELSINGBORG	SKÅNE LÄN	CS(f) CS(k)	\N	\N	Livsmedelsverket	56.0335424	12.7818746
6261	Orion	c/o Valöskär AB Bergängen 11, 430 83 VRÅNGÖ	GÖTEBORG	VÄSTRA GÖTALANDS LÄN	FV	\N	\N	Livsmedelsverket	57.57273	11.78305
6262	Lynas Foods AB	Forskargränd 22, 174 61 SUNDBYBERG	STOCKHOLM	STOCKHOLM	CP MP FFPP	V-MP VIII-FFPP I-CP	B	Kommunen	59.3833808	17.9516037
6267	SH Food AB	Djuphamnsvägen 6, 724 65 Västerås	VÄSTERÅS	VÄSTMANLAND	MP	\N	\N	Livsmedelsverket	59.5997908	16.5219167
6269	VG 29 Christina	Vallvägen 4, 432 75 Träslövsläge	VARBERG	HALLAND	FV	\N	\N	Livsmedelsverket	57.0560412	12.277477
6273	Evas Kroppkakor	Hagslättsvägen 14, 387 96 KÖPINGSVIK	BORGHOLM	KALMAR	CP PP(mp) PP	VI-PP(mp) VIII-PP I-CP	B O P	Livsmedelsverket	56.9024326	16.746074
6274	SD 669 Palermo	Krossekärr 26, 45795 Krossekärr	TANUM	VÄSTRA GÖTALANDS LÄN	FV	\N	\N	Livsmedelsverket	58.6915146	11.2302923
6276	SD 578 Vikingö	c/o Janne Jansson, Skäggeröd 5, 457 95 Grebbestad	TANUM	VÄSTRA GÖTALANDS LÄN	FV	\N	\N	Livsmedelsverket	58.7279326	11.2234888
6278	Vellingegård FOOD AB	Kompanigatan 18, 235 32 VELLINGE	VELLINGE	SKÅNE LÄN	RW	\N	\N	Livsmedelsverket	55.4756229	13.0189898
6279	PostNord Termo AB	Box 3178, 903 04 UMEÅ	UMEÅ	VÄSTERBOTTEN	CS(f) CS(i)	\N	\N	Livsmedelsverket	63.8258471	20.2630354
6280	Listerö av Grebbestad SD 286	Greby Ekvägen 10, 457 95 GREBBESTAD	TANUM	VÄSTRA GÖTALANDS LÄN	FV	\N	\N	Livsmedelsverket	58.7008396	11.2611134
6281	Petra Kött&Livs	Kompanigatan 18, 235 32 VELLINGE	VELLINGE	SKÅNE LÄN	CS(f) CS(k)	\N	\N	Livsmedelsverket	55.4756229	13.0189898
6284	Kalix Ost AB	Brattland 114, 952 92 KALIX	KALIX	NORRBOTTEN	PP	\N	B C	Livsmedelsverket	65.9340163	22.8765557
6289	Just Tasty AB	Malmgatan 9, 265 38 Åstorp	ÅSTORP	SKÅNE LÄN	PP(mp) FFPP	VIII-FFPP VI-PP(mp)	\N	Livsmedelsverket	56.1272401	12.9240891
6290	Aktiebolaget Sjömat Skandinavien	FE11063 Kund-id TSJ1001, 838 82 Frösön	GÖTEBORG	VÄSTRA GÖTALANDS LÄN	FFPP WM PP	\N	\N	Kommunen	63.1958424	14.5293005
6291	SD 278 Brattvåg	c/o Ekenäs Fisk HB, Kalkemyrsvägen 4, 452 04 NORDKOSTER	STRÖMSTAD	VÄSTRA GÖTALANDS LÄN	FV	\N	\N	Livsmedelsverket	59.9741851	23.4375723
6294	GG19 Clinton	c/o Jonas Klingander, Sanden 4, 475 42 HÖNÖ	ÖCKERÖ	VÄSTRA GÖTALANDS LÄN	FV	\N	\N	Livsmedelsverket	57.6880645	11.6485793
6297	GG234 Kennedy	c/o Jonas Klingander, Sanden 4, 475 42 HÖNÖ	ÖCKERÖ	VÄSTRA GÖTALANDS LÄN	FV	\N	\N	Livsmedelsverket	57.6880645	11.6485793
6301	Elsekjells mejeri	c/o Elsekjells AB, Snogeholmsvägen 1026, 275 93 SJÖBO	SJÖBO	SKÅNE LÄN	PP	\N	B	Livsmedelsverket	55.5740661	13.6978159
6302	SP Chark AB	Box 21, 261 07 ASMUNDTORP	SVALÖV	SKÅNE LÄN	PP(mp)	\N	\N	Livsmedelsverket	55.8857824	12.9450145
6303	Rymdens Fisk AB	Rymdtorget 28, 415 19 GÖTEBORG	GÖTEBORG	VÄSTRA GÖTALANDS LÄN	FFPP	\N	\N	Kommunen	57.7548362	12.0713756
6307	Flavy AB	Box 596, 175 26 Järfälla	UPPLANDS-BRO	STOCKHOLM	PP	IX-PP X-PP VIII-PP	B A	Livsmedelsverket	59.410065	17.836804
6310	Thomas Bergqvist	Ekvägen 8, 370 43 STURKÖ	KALIX	NORRBOTTEN	FFPP PP	\N	\N	Livsmedelsverket	56.1119422	15.6663085
6311	Guldhaven Pelagiska	Box 43, 952 21 KALIX	KALIX	NORRBOTTEN	FFPP PP	CS(kf)	\N	Livsmedelsverket	65.8552807	23.1439651
6313	SD 62 Theres	c/o Magnus Håkansson, Skogetorp 4, Hagekärr, 457 93 Tanumshede	TANUM	VÄSTRA GÖTALANDS LÄN	FV	\N	\N	Livsmedelsverket	58.6409968	11.3118874
6314	Al-Rafidein Catering Norra Grängesbergsgatan 8 Malmö	c/o Arkan Al-Saade, Norra Grängesbergsgatan 8, 214 44 Malmö	MALMÖ	SKÅNE LÄN	PP(mp)	\N	\N	Livsmedelsverket	55.5870262	13.0272993
6315	Undersåkers charkuteriefabrik	Byvägen 111, 837 96 UNDERSÅKER	ÅRE	JÄMTLAND	CP MP MM PP(mp) PP(bl) PP(pap) PP	IV-CP V-MP V-MM VI-PP(mp) VI-PP(bl) VI-PP(pap) VIII-PP I-CP	B O P wU	Livsmedelsverket	63.3210747	13.233161
6316	Stafsäter Gårdsglass	Stafsäter, 58964 STUREFORS	KINDA	ÖSTERGÖTLAND	PP	\N	B	Livsmedelsverket	58.2956551	15.6711981
6317	Stefan Kött & Chark KB	C/o Trung Hoa Asien Livs AB, Exportgatan 10, 422 46 HISINGS BACKA	GÖTEBORG	VÄSTRA GÖTALANDS LÄN	CP MP PP(mp)	II-CP V-MP VI-PP(mp) I-CP	B O P A	Kommunen	57.7034317	11.969223
6318	LL 784 Littorina	Storgatan 22, 456 51 SMÖGEN	SOTENÄS	VÄSTRA GÖTALANDS LÄN	FV	\N	\N	Livsmedelsverket	58.3559909	11.2271693
6320	Christer Nilsson Chark	Terminalvägen 5, 246 42 Löddeköpinge	KÄVLINGE	SKÅNE LÄN	PP(mp)	CS(kf)	\N	Livsmedelsverket	55.770994	12.9948976
