Commune;Codepos;Departement;INSEE
ST PIERRE DE CHARTREUSE;38380;ISERE;38442
ST PIERRE DE CHERENNES;38160;ISERE;38443
ST PIERRE DE MEAROZ;38350;ISERE;38444
ST PIERRE DE MESAGE;38220;ISERE;38445
ST PIERRE D ENTREMONT;73670;SAVOIE;38446
ST PRIM;38370;ISERE;38448
ST QUENTIN FALLAVIER;38070;ISERE;38449
ST QUENTIN SUR ISERE;38210;ISERE;38450
ST ROMAIN DE JALIONAS;38460;ISERE;38451
ST ROMAIN DE SURIEU;38150;ISERE;38452
ST ROMANS;38160;ISERE;38453
ST SAUVEUR;38160;ISERE;38454
ST SAVIN;38300;ISERE;38455
ST SEBASTIEN;38710;ISERE;38456
ST SIMEON DE BRESSIEUX;38870;ISERE;38457
ST SORLIN DE MORESTEL;38510;ISERE;38458
ST SORLIN DE VIENNE;38200;ISERE;38459
ST SULPICE DES RIVOIRES;38620;ISERE;38460
ST THEOFFREY;38119;ISERE;38462
ST VERAND;38160;ISERE;38463
ST VICTOR DE CESSIEU;38110;ISERE;38464
ST VICTOR DE MORESTEL;38510;ISERE;38465
ST VINCENT DE MERCUZE;38660;ISERE;38466
SALAGNON;38890;ISERE;38467
SALAISE SUR SANNE;38150;ISERE;38468
LA SALETTE FALLAVAUX;38970;ISERE;38469
LA SALLE EN BEAUMONT;38350;ISERE;38470
LE SAPPEY EN CHARTREUSE;38700;ISERE;38471
SARCENAS;38700;ISERE;38472
SARDIEU;38260;ISERE;38473
SASSENAGE;38360;ISERE;38474
SATOLAS ET BONCE;38290;ISERE;38475
SAVAS MEPIN;38440;ISERE;38476
SECHILIENNE;38220;ISERE;38478
SEMONS;38260;ISERE;38479
SEPTEME;38780;ISERE;38480
SEREZIN DE LA TOUR;38300;ISERE;38481
SERMERIEU;38510;ISERE;38483
SERPAIZE;38200;ISERE;38484
SEYSSINET PARISET;38170;ISERE;38485
SEYSSINS;38180;ISERE;38486
SEYSSUEL;38200;ISERE;38487
SICCIEU ST JULIEN ET CARI;38460;ISERE;38488
SIEVOZ;38350;ISERE;38489
SILLANS;38590;ISERE;38490
SINARD;38650;ISERE;38492
SOLEYMIEU;38460;ISERE;38494
LA SONE;38840;ISERE;38495
SONNAY;38150;ISERE;38496
SOUSVILLE;38350;ISERE;38497
SUCCIEU;38300;ISERE;38498
SUSVILLE;38350;ISERE;38499
TECHE;38470;ISERE;38500
TENCIN;38570;ISERE;38501
LA TERRASSE;38660;ISERE;38503
THEYS;38570;ISERE;38504
THODURE;38260;ISERE;38505
THUELLIN;38630;ISERE;38506
TIGNIEU JAMEYZIEU;38230;ISERE;38507
TORCHEFELON;38690;ISERE;38508
LA TOUR DU PIN;38110;ISERE;38509
LE TOUVET;38660;ISERE;38511
TRAMOLE;38300;ISERE;38512
TREFFORT;38650;ISERE;38513
TREMINIS;38710;ISERE;38514
TREPT;38460;ISERE;38515
LA TRONCHE;38700;ISERE;38516
TULLINS;38210;ISERE;38517
VALBONNAIS;38740;ISERE;38518
VALENCIN;38540;ISERE;38519
VALENCOGNE;38730;ISERE;38520
LA VALETTE;38350;ISERE;38521
VALJOUFFREY;38740;ISERE;38522
VARACIEUX;38470;ISERE;38523
VARCES ALLIERES ET RISSET;38760;ISERE;38524
VASSELIN;38890;ISERE;38525
VATILIEU;38470;ISERE;38526
VAUJANY;38114;ISERE;38527
VAULNAVEYS LE BAS;38410;ISERE;38528
VAULNAVEYS LE HAUT;38410;ISERE;38529
VAULX MILIEU;38090;ISERE;38530
VELANNE;38620;ISERE;38531
VENERIEU;38460;ISERE;38532
VENON;38610;ISERE;38533
VENOSC;38520;ISERE;38534
VERNAS;38460;ISERE;38535
VERNIOZ;38150;ISERE;38536
LA VERPILLIERE;38290;ISERE;38537
LE VERSOUD;38420;ISERE;38538
VERTRIEU;38390;ISERE;38539
VEUREY VOROIZE;38113;ISERE;38540
VEYRINS THUELLIN;38630;ISERE;38541
VEYSSILIEU;38460;ISERE;38542
VEZERONCE CURTIN;38510;ISERE;38543
VIENNE;38200;ISERE;38544
VIF;38450;ISERE;38545
VIGNIEU;38890;ISERE;38546
VILLARD BONNOT;38190;ISERE;38547
VILLARD DE LANS;38250;ISERE;38548
VILLARD NOTRE DAME;38520;ISERE;38549
VILLARD RECULAS;38114;ISERE;38550
VILLARD REYMOND;38520;ISERE;38551
VILLARD ST CHRISTOPHE;38119;ISERE;38552
VILLEFONTAINE;38090;ISERE;38553
VILLEMOIRIEU;38460;ISERE;38554
VILLENEUVE DE MARC;38440;ISERE;38555
VILLE SOUS ANJOU;38150;ISERE;38556
VILLETTE D ANTHON;38280;ISERE;38557
VILLETTE DE VIENNE;38200;ISERE;38558
VINAY;38470;ISERE;38559
VIRIEU;38730;ISERE;38560
VIRIVILLE;38980;ISERE;38561
VIZILLE;38220;ISERE;38562
VOIRON;38500;ISERE;38563
VOISSANT;38620;ISERE;38564
VOREPPE;38340;ISERE;38565
VOUREY;38210;ISERE;38566
CHAMROUSSE;38410;ISERE;38567
LE RIVIER;38140;ISERE;38900
MONS;38280;ISERE;38901
ASNIERES;38280;ISERE;38902
JAMEYZIEU;38230;ISERE;38903
CHAVAGNEUX;38230;ISERE;38904
URIAGE;38410;ISERE;38905
MIANGES;38460;ISERE;38906
HAUT DE BONCE;38290;ISERE;38907
BAS DE BONCE;38290;ISERE;38908
BONCE;38290;ISERE;38909
LE CHAFFARD;38290;ISERE;38910
GONAS;38290;ISERE;38911
L ALPE DE VENOSC;38860;ISERE;38912
L ALPE DE MONT DE LANS;38860;ISERE;38913
SOUS COTE;38780;ISERE;38914
LE PEAGE;38780;ISERE;38915
COMBE ROUSSE;38790;ISERE;38917
FALLAVIER;38070;ISERE;38919
BRIGNOUD;38190;ISERE;38920
FURES;38210;ISERE;38921
BOIS DE ROCHE;38090;ISERE;38922
LE PLEYNET;38580;ISERE;38924
PRAPOUTEL;38190;ISERE;38925
SATOLAS AEROPORT;69125;RHONE;38926
L ALPE D HUEZ;38750;ISERE;38928
LANCEY;38190;ISERE;38930
LES DEUX ALPES;38860;ISERE;38931
RIOUPEROUX;38220;ISERE;38932
LIVET;38220;ISERE;38933
GAVET;38220;ISERE;38934
PUSIGNIEU;38510;ISERE;38935
JALLIEU;38300;ISERE;38938
ABERGEMENT LA RONCE;39500;JURA;39001
ABERGEMENT LE GRAND;39600;JURA;39002
ABERGEMENT LE PETIT;39800;JURA;39003
ABERGEMENT LES THESY;39110;JURA;39004
ABERGEMENT ST JEAN;39120;JURA;39005
AIGLEPIERRE;39110;JURA;39006
ALIEZE;39270;JURA;39007
AMANGE;39700;JURA;39008
ANDELOT EN MONTAGNE;39110;JURA;39009
ANDELOT MORVAL;39320;JURA;39010
ANNOIRE;39120;JURA;39011
ANTORPE;25410;DOUBS;39012
ARBOIS;39600;JURA;39013
ARCHELANGE;39290;JURA;39014
ARDON;39300;JURA;39015
ARINTHOD;39240;JURA;39016
ARLAY;39140;JURA;39017
AROMAS;39240;JURA;39018
LES ARSURES;39600;JURA;39019
ARSURE ARSURETTE;39250;JURA;39020
ARTHENAS;39270;JURA;39021
ASNANS BEAUVOISIN;39120;JURA;39022
L AUBEPIN;39160;JURA;39023
AUDELANGE;39700;JURA;39024
AUGEA;39190;JURA;39025
AUGERANS;39380;JURA;39026
AUGISEY;39270;JURA;39027
AUMONT;39800;JURA;39028
AUMUR;39410;JURA;39029
AUTHUME;39100;JURA;39030
AUXANGE;39700;JURA;39031
AVIGNON LES ST CLAUDE;39200;JURA;39032
BALAISEAUX;39120;JURA;39034
BALANOD;39160;JURA;39035
LA BALME D EPY;39320;JURA;39036
BANS;39380;JURA;39037
BARESIA SUR L AIN;39130;JURA;39038
LA BARRE;39700;JURA;39039
BARRETAINE;39800;JURA;39040
BAUME LES MESSIEURS;39210;JURA;39041
BAVERANS;39100;JURA;39042
BEAUFORT;39190;JURA;39043
BEAUVOISIN;39120;JURA;39044
BEFFIA;39270;JURA;39045
BELLECOMBE;39310;JURA;39046
BELLEFONTAINE;39400;JURA;39047
BELMONT;39380;JURA;39048
BERSAILLIN;39800;JURA;39049
BESAIN;39800;JURA;39050
BIARNE;39290;JURA;39051
BIEF DES MAISONS;39150;JURA;39052
BIEF DU FOURG;39250;JURA;39053
BIEFMORIN;39800;JURA;39054
BILLECUL;39250;JURA;39055
BLETTERANS;39140;JURA;39056
BLOIS SUR SEILLE;39210;JURA;39057
BLYE;39130;JURA;39058
BOIS D AMONT;39220;JURA;39059
BOIS DE GAND;39230;JURA;39060
BOISSIA;39130;JURA;39061
LA BOISSIERE;39240;JURA;39062
BONLIEU;39130;JURA;39063
BONNAUD;39190;JURA;39064
BONNEFONTAINE;39800;JURA;39065
BORNAY;39570;JURA;39066
LE BOUCHAUD;39800;JURA;39067
LES BOUCHOUX;39370;JURA;39068
BOURCIA;39320;JURA;39069
BOURG DE SIROD;39300;JURA;39070
BRACON;39110;JURA;39072
BRAINANS;39800;JURA;39073
BRANS;39290;JURA;39074
BRERY;39230;JURA;39075
LA BRETENIERE;39700;JURA;39076
BRETENIERES;39120;JURA;39077
BREVANS;39100;JURA;39078
BRIOD;39570;JURA;39079
BROISSIA;39320;JURA;39080
BUVILLY;39800;JURA;39081
CEFFIA;39240;JURA;39082
CENSEAU;39250;JURA;39083
CERNANS;39110;JURA;39084
CERNIEBAUD;39250;JURA;39085
CERNON;39240;JURA;39086
CERTEMERY;39330;JURA;39087
CESANCEY;39570;JURA;39088
CEZIA;39240;JURA;39089
CHAINEE DES COUPIS;39120;JURA;39090
LES CHALESMES;39150;JURA;39091
CHAMBERIA;39270;JURA;39092
CHAMBLAY;39380;JURA;39093
CHAMOLE;39800;JURA;39094
CHAMPAGNE SUR LOUE;39600;JURA;39095
CHAMPAGNEY;39290;JURA;39096
CHAMPAGNOLE;39300;JURA;39097
CHAMPAGNY;39110;JURA;39098
CHAMPDIVERS;39500;JURA;39099
CHAMPROUGIER;39230;JURA;39100
CHAMPVANS;39100;JURA;39101
CHANCIA;01590;AIN;39102
LA CHAPELLE SUR FURIEUSE;39110;JURA;39103
CHAPELLE VOLAND;39140;JURA;39104
CHAPOIS;39300;JURA;39105
CHARCHILLA;39260;JURA;39106
CHARCIER;39130;JURA;39107
CHARENCY;39250;JURA;39108
CHAREZIER;39130;JURA;39109
LA CHARME;39230;JURA;39110
CHARNOD;39240;JURA;39111
LA CHASSAGNE;39230;JURA;39112
CHASSAL;39360;JURA;39113
CHATEAU CHALON;39210;JURA;39114
CHATEAU DES PRES;39150;JURA;39115
LA CHATELAINE;39600;JURA;39116
CHATELAY;39380;JURA;39117
CHATEL DE JOUX;39130;JURA;39118
LE CHATELEY;39230;JURA;39119
CHATELNEUF;39300;JURA;39120
CHATENOIS;39700;JURA;39121
CHATILLON;39130;JURA;39122
CHATONNAY;39240;JURA;39123
CHAUMERGY;39230;JURA;39124
CHAUMONT;39200;JURA;39125
LA CHAUMUSSE;39150;JURA;39126
CHAUSSENANS;39800;JURA;39127
CHAUSSIN;39120;JURA;39128
CHAUX DES CROTENAY;39150;JURA;39129
CHAUX DES PRES;39150;JURA;39130
LA CHAUX DU DOMBIEF;39150;JURA;39131
LA CHAUX EN BRESSE;39230;JURA;39132
CHAUX CHAMPAGNY;39110;JURA;39133
CHAVERIA;39270;JURA;39134
CHAZELLES;39160;JURA;39135
CHEMENOT;39230;JURA;39136
CHEMILLA;39240;JURA;39137
CHEMIN;39120;JURA;39138
CHENE BERNARD;39120;JURA;39139
CHENE SEC;39230;JURA;39140
CHEVIGNY;39290;JURA;39141
CHEVREAUX;39190;JURA;39142
CHEVROTAINE;39130;JURA;39143
CHEVRY;39200;JURA;39144
CHILLE;39570;JURA;39145
CHILLY LE VIGNOBLE;39570;JURA;39146
CHILLY SUR SALINS;39110;JURA;39147
CHISSERIA;39240;JURA;39148
CHISSEY SUR LOUE;39380;JURA;39149
CHOISEY;39100;JURA;39150
CHOUX;39370;JURA;39151
CINQUETRAL;39200;JURA;39152
CIZE;39300;JURA;39153
CLAIRVAUX LES LACS;39130;JURA;39154
CLUCY;39110;JURA;39155
COGNA;39130;JURA;39156
COISERETTE;39200;JURA;39157
COISIA;39240;JURA;39158
COLONNE;39800;JURA;39159
COMMENAILLES;39140;JURA;39160
COMMUNAILLES EN MONTAGNE;39250;JURA;39161
CONDAMINE;39570;JURA;39162
CONDES;39240;JURA;39163
CONLIEGE;39570;JURA;39164
CONTE;39300;JURA;39165
CORNOD;39240;JURA;39166
COSGES;39140;JURA;39167
COURBETTE;39570;JURA;39168
COURBOUZON;39570;JURA;39169
COURLANS;39570;JURA;39170
COURLAOUX;39570;JURA;39171
COURTEFONTAINE;39700;JURA;39172
COUSANCE;39190;JURA;39173
COYRIERE;39200;JURA;39174
COYRON;39260;JURA;39175
CRAMANS;39600;JURA;39176
CRANCOT;39570;JURA;39177
CRANS;39300;JURA;39178
CRENANS;39260;JURA;39179
CRESSIA;39270;JURA;39180
CRILLAT;39130;JURA;39181
CRISSEY;39100;JURA;39182
CROTENAY;39300;JURA;39183
LES CROZETS;39260;JURA;39184
CUISIA;39190;JURA;39185
CUTTURA;39170;JURA;39186
CUVIER;39250;JURA;39187
DAMMARTIN MARPAIN;39290;JURA;39188
DAMPARIS;39500;JURA;39189
DAMPIERRE;39700;JURA;39190
DARBONNAY;39230;JURA;39191
DENEZIERES;39130;JURA;39192
LE DESCHAUX;39120;JURA;39193
DESNES;39140;JURA;39194
DESSIA;39320;JURA;39195
LES DEUX FAYS;39230;JURA;39196
DIGNA;39190;JURA;39197
DOLE;39100;JURA;39198
DOMBLANS;39210;JURA;39199
DOMPIERRE SUR MONT;39270;JURA;39200
DOUCIER;39130;JURA;39201
DOURNON;39110;JURA;39202
DOYE;39250;JURA;39203
DRAMELAY;39240;JURA;39204
ECLANS NENON;39700;JURA;39205
ECLEUX;39600;JURA;39206
ECRILLE;39270;JURA;39207
ENTRE DEUX MONTS;39150;JURA;39208
VAL D EPY;39160;JURA;39209
EQUEVILLON;39300;JURA;39210
LES ESSARDS TAIGNEVAUX;39120;JURA;39211
ESSAVILLY;39250;JURA;39212
ESSERVAL COMBE;39250;JURA;39213
ESSERVAL TARTRE;39250;JURA;39214
ESSIA;39270;JURA;39215
ETIVAL;39130;JURA;39216
L ETOILE;39570;JURA;39217
ETREPIGNEY;39700;JURA;39218
EVANS;39700;JURA;39219
FALLETANS;39700;JURA;39220
LA FAVIERE;39250;JURA;39221
FAY EN MONTAGNE;39800;JURA;39222
LA FERTE;39600;JURA;39223
FETIGNY;39240;JURA;39224
LE FIED;39800;JURA;39225
FLORENTIA;39320;JURA;39226
FONCINE LE BAS;39520;JURA;39227
FONCINE LE HAUT;39460;JURA;39228
FONTAINEBRUX;39140;JURA;39229
FONTENU;39130;JURA;39230
FONTENY;39110;JURA;39231
FORT DU PLASNE;39150;JURA;39232
FOUCHERANS;39100;JURA;39233
FOULENAY;39230;JURA;39234
FRAISANS;39700;JURA;39235
FRANCHEVILLE;39230;JURA;39236
FRAROZ;39250;JURA;39237
FRASNE;39290;JURA;39238
LA FRASNEE;39130;JURA;39239
LE FRASNOIS;39130;JURA;39240
FREBUANS;39570;JURA;39241
FROIDEFONTAINE;39250;JURA;39242
FROIDEVILLE;39230;JURA;39243
FRONTENAY;39210;JURA;39244
GATEY;39120;JURA;39245
GENDREY;39350;JURA;39246
GENOD;39240;JURA;39247
GERAISE;39110;JURA;39248
GERMIGNEY;39380;JURA;39249
GERUGE;39570;JURA;39250
GEVINGEY;39570;JURA;39251
GEVRY;39100;JURA;39252
GIGNY;39320;JURA;39253
GILLOIS;39250;JURA;39254
GIZIA;39190;JURA;39255
GOUX;39100;JURA;39256
GRANDE RIVIERE;39150;JURA;39258
GRANGE DE VAIVRE;39600;JURA;39259
GRANGES SUR BAUME;39210;JURA;39260
GRAYE ET CHARNAY;39320;JURA;39261
GREDISANS;39290;JURA;39262
GROZON;39800;JURA;39263
GRUSSE;39190;JURA;39264
HAUTECOUR;39130;JURA;39265
LES HAYS;39120;JURA;39266
IVORY;39110;JURA;39267
IVREY;39110;JURA;39268
JEURRE;39360;JURA;39269
JOUHE;39100;JURA;39270
LAC DES ROUGES TRUITES;39150;JURA;39271
LADOYE SUR SEILLE;39210;JURA;39272
LAINS;39320;JURA;39273
LAJOUX;;JURA;39274
LAMOURA;39310;JURA;39275
LE LARDERET;39300;JURA;39277
LARGILLAY MARSONNAY;39130;JURA;39278
LARNAUD;39140;JURA;39279
LARRIVOIRE;39360;JURA;39280
LE LATET;39300;JURA;39281
LA LATETTE;39250;JURA;39282
LAVANCIA EPERCY;01590;AIN;39283
LAVANGEOT;39700;JURA;39284
LAVANS LES DOLE;39700;JURA;39285
LAVANS LES ST CLAUDE;39170;JURA;39286
LAVANS SUR VALOUSE;39240;JURA;39287
LAVIGNY;39210;JURA;39288
LECT;39260;JURA;39289
LEGNA;39240;JURA;39290
LEMUY;39110;JURA;39291
LENT;39300;JURA;39292
LESCHERES;39170;JURA;39293
LEZAT;39400;JURA;39294
LOISIA;39320;JURA;39295
LOMBARD;39230;JURA;39296
LONGCHAUMOIS;39400;JURA;39297
LONGCOCHON;39250;JURA;39298
LONGWY SUR LE DOUBS;39120;JURA;39299
LONS LE SAUNIER;39000;JURA;39300
LOULLE;39300;JURA;39301
LOUVATANGE;39350;JURA;39302
LOUVENNE;39320;JURA;39303
LE LOUVEROT;39210;JURA;39304
LA LOYE;39380;JURA;39305
MACORNAY;39570;JURA;39306
MAISOD;39260;JURA;39307
MALANGE;39700;JURA;39308
MALLEREY;39190;JURA;39309
MANTRY;39230;JURA;39310
MARANGEA;39270;JURA;39311
MARIGNA SUR VALOUSE;39240;JURA;39312
MARIGNY;39130;JURA;39313
MARNEZIA;39270;JURA;39314
MARNOZ;39110;JURA;39315
MARPAIN;39290;JURA;39316
LA MARRE;39210;JURA;39317
MARTIGNA;39260;JURA;39318
MATHENAY;39600;JURA;39319
MAYNAL;39190;JURA;39320
MENETRU LE VIGNOBLE;39210;JURA;39321
MENETRUX EN JOUX;39130;JURA;39322
MENOTEY;39290;JURA;39323
MERONA;39270;JURA;39324
MESNAY;39600;JURA;39325
MESNOIS;39130;JURA;39326
MESSIA SUR SORNE;39570;JURA;39327
MEUSSIA;39260;JURA;39328
MIEGES;39250;JURA;39329
MIERY;39800;JURA;39330
MIGNOVILLARD;39250;JURA;39331
MIREBEL;39570;JURA;39332
MOIRANS EN MONTAGNE;39260;JURA;39333
MOIRON;39570;JURA;39334
MOISSEY;39290;JURA;39335
MOLAIN;39800;JURA;39336
MOLAMBOZ;39600;JURA;39337
MOLAY;39500;JURA;39338
MOLINGES;39360;JURA;39339
MOLPRE;39250;JURA;39340
LES MOLUNES;39310;JURA;39341
MONAY;39230;JURA;39342
MONNETAY;39320;JURA;39343
MONNET LA VILLE;39300;JURA;39344
MONNIERES;39100;JURA;39345
MONTAGNA LE RECONDUIT;39160;JURA;39346
MONTAGNA LE TEMPLIER;39320;JURA;39347
MONTAIGU;39570;JURA;39348
MONTAIN;39210;JURA;39349
MONTBARREY;39380;JURA;39350
MONTCUSEL;39260;JURA;39351
MONTEPLAIN;39700;JURA;39352
MONTFLEUR;39320;JURA;39353
MONTHOLIER;39800;JURA;39354
MONTIGNY LES ARSURES;39600;JURA;39355
MONTIGNY SUR L AIN;39300;JURA;39356
MONTJOUVENT;39270;JURA;39357
MONTMALIN;39600;JURA;39358
MONTMARLON;39110;JURA;39359
MONTMIREY LA VILLE;39290;JURA;39360
MONTMIREY LE CHATEAU;39290;JURA;39361
MONTMOROT;39570;JURA;39362
MONTREVEL;39320;JURA;39363
MONTROND;39300;JURA;39364
MONT SOUS VAUDREY;39380;JURA;39365
MONT SUR MONNET;39300;JURA;39366
MORBIER;39400;JURA;39367
MOREZ;39400;JURA;39368
MORVAL;39320;JURA;39369
MOUCHARD;39330;JURA;39370
LA MOUILLE;39400;JURA;39371
MOURNANS CHARBONNY;39250;JURA;39372
LES MOUSSIERES;39310;JURA;39373
MOUTAINE;39110;JURA;39374
MOUTONNE;39270;JURA;39375
MOUTOUX;39300;JURA;39376
MUTIGNEY;39290;JURA;39377
NANC LES ST AMOUR;39160;JURA;39378
NANCE;39140;JURA;39379
NANCUISE;39270;JURA;39380
LES NANS;39300;JURA;39381
NANTEY;39160;JURA;39382
NENON;39700;JURA;39383
NERMIER;39270;JURA;39384
NEUBLANS ABERGEMENT;39120;JURA;39385
NEUVILLEY;39800;JURA;39386
NEVY LES DOLE;39380;JURA;39387
NEVY SUR SEILLE;39210;JURA;39388
NEY;39300;JURA;39389
NOGNA;39570;JURA;39390
NOZEROY;39250;JURA;39391
OFFLANGES;39290;JURA;39392
ONGLIERES;39250;JURA;39393
ONOZ;39270;JURA;39394
ORBAGNA;39190;JURA;39395
ORCHAMPS;39700;JURA;39396
ORGELET;39270;JURA;39397
OUGNEY;39350;JURA;39398
OUNANS;39380;JURA;39399
OUR;39700;JURA;39400
OUSSIERES;39800;JURA;39401
PAGNEY;39350;JURA;39402
PAGNOZ;39330;JURA;39403
PANNESSIERES;39570;JURA;39404
PARCEY;39100;JURA;39405
LE PASQUIER;39300;JURA;39406
PASSENANS;39230;JURA;39407
PATORNAY;39130;JURA;39408
PEINTRE;39290;JURA;39409
LA PERRENA;39150;JURA;39410
PERRIGNY;39570;JURA;39411
PESEUX;39120;JURA;39412
LA PESSE;39370;JURA;39413
LE PETIT MERCEY;39350;JURA;39414
PETIT NOIR;39120;JURA;39415
LES PIARDS;39150;JURA;39417
PICARREAU;39800;JURA;39418
PILLEMOINE;39300;JURA;39419
PIMORIN;39270;JURA;39420
LE PIN;39210;JURA;39421
PLAINOISEAU;39210;JURA;39422
PLAISIA;39270;JURA;39423
LES PLANCHES EN MONTAGNE;39150;JURA;39424
LES PLANCHES PRES ARBOIS;39600;JURA;39425
PLASNE;39210;JURA;39426
PLENISE;39250;JURA;39427
PLENISETTE;39250;JURA;39428
PLEURE;39120;JURA;39429
PLUMONT;39700;JURA;39430
POIDS DE FIOLE;39570;JURA;39431
POINTRE;39290;JURA;39432
POISOUX;39160;JURA;39433
POLIGNY;39800;JURA;39434
PONT DE POITTE;39130;JURA;39435
PONT D HERY;39110;JURA;39436
PONT DU NAVOY;39300;JURA;39437
PONTHOUX;39170;JURA;39438
PORT LESNEY;39330;JURA;39439
PRATZ;39170;JURA;39440
PREMANON;39220;JURA;39441
PRENOVEL;39150;JURA;39442
PRESILLY;39270;JURA;39443
PRETIN;39110;JURA;39444
PUBLY;39570;JURA;39445
PUPILLIN;39600;JURA;39446
QUINTIGNY;39570;JURA;39447
RAHON;39120;JURA;39448
RAINANS;39290;JURA;39449
RANCHETTE;39200;JURA;39450
RANCHOT;39700;JURA;39451
RANS;39700;JURA;39452
RAVILLOLES;39170;JURA;39453
RECANOZ;39230;JURA;39454
REITHOUSE;39270;JURA;39455
RELANS;39140;JURA;39456
LES REPOTS;39140;JURA;39457
REVIGNY;39570;JURA;39458
RIVIERE DEVANT;39150;JURA;39459
LA RIXOUSE;39200;JURA;39460
RIX;39250;JURA;39461
ROCHEFORT SUR NENON;39700;JURA;39462
ROGNA;39360;JURA;39463
ROMAIN;39350;JURA;39464
ROMANGE;39700;JURA;39465
ROSAY;39190;JURA;39466
ROTALIER;39190;JURA;39467
ROTHONAY;39270;JURA;39468
ROUFFANGE;39350;JURA;39469
LES ROUSSES;39220;JURA;39470
RUFFEY SUR SEILLE;39140;JURA;39471
RYE;39230;JURA;39472
SAFFLOZ;39130;JURA;39473
STE AGNES;39190;JURA;39474
ST AMOUR;39160;JURA;39475
ST AUBIN;39410;JURA;39476
ST BARAING;39120;JURA;39477
ST CLAUDE;39200;JURA;39478
ST CYR MONTMALIN;39600;JURA;39479
ST DIDIER;39570;JURA;39480
ST GERMAIN EN MONTAGNE;39300;JURA;39481
ST GERMAIN LES ARLAY;39210;JURA;39482
ST HYMETIERE;39240;JURA;39483
ST JEAN D ETREUX;39160;JURA;39484
ST JULIEN;39320;JURA;39485
ST LAMAIN;39230;JURA;39486
ST LAURENT EN GRANDVAUX;39150;JURA;39487
ST LAURENT LA ROCHE;39570;JURA;39488
ST LOTHAIN;39230;JURA;39489
ST LOUP;39120;JURA;39490
ST LUPICIN;39170;JURA;39491
ST MAUR;39570;JURA;39492
ST MAURICE CRILLAT;39130;JURA;39493
ST PIERRE;39150;JURA;39494
ST THIEBAUD;39110;JURA;39495
SAIZENAY;39110;JURA;39497
SALANS;39700;JURA;39498
SALIGNEY;39350;JURA;39499
SALINS LES BAINS;39110;JURA;39500
SAMPANS;39100;JURA;39501
SANTANS;39380;JURA;39502
SAPOIS;39300;JURA;39503
SARROGNA;39270;JURA;39504
SAUGEOT;39130;JURA;39505
SAVIGNA;39240;JURA;39506
SELIGNEY;39120;JURA;39507
SELLIERES;39230;JURA;39508
SENAUD;39160;JURA;39509
SEPTMONCEL;39310;JURA;39510
SERGENAUX;39230;JURA;39511
SERGENON;39120;JURA;39512
SERMANGE;39700;JURA;39513
SERRES LES MOULIERES;39700;JURA;39514
SEZERIA;39270;JURA;39515
SIROD;39300;JURA;39517
SONGESON;39130;JURA;39518
SOUCIA;39130;JURA;39519
SOUVANS;39380;JURA;39520
SUPT;39300;JURA;39522
SYAM;39300;JURA;39523
TANCUA;39400;JURA;39524
TASSENIERES;39120;JURA;39525
TAVAUX;39500;JURA;39526
TAXENNE;39350;JURA;39527
THERVAY;39290;JURA;39528
THESY;39110;JURA;39529
THOIRETTE;39240;JURA;39530
THOIRIA;39130;JURA;39531
THOISSIA;39160;JURA;39532
TOULOUSE LE CHATEAU;39230;JURA;39533
LA TOUR DU MEIX;39270;JURA;39534
TOURMONT;39800;JURA;39535
TREFFAY;39300;JURA;39536
TRENAL;39570;JURA;39537
UXELLES;39130;JURA;39538
VADANS;39600;JURA;39539
VALEMPOULIERES;39300;JURA;39540
VALFIN LES ST CLAUDE;39200;JURA;39541
VALFIN SUR VALOUSE;39240;JURA;39542
VANNOZ;39300;JURA;39543
VARESSIA;39270;JURA;39544
LE VAUDIOUX;39300;JURA;39545
VAUDREY;39380;JURA;39546
VAUX LES ST CLAUDE;39360;JURA;39547
VAUX SUR POLIGNY;39800;JURA;39548
VERCIA;39190;JURA;39549
VERGES;39570;JURA;39550
VERIA;39160;JURA;39551
VERNANTOIS;39570;JURA;39552
LE VERNOIS;39210;JURA;39553
VERS EN MONTAGNE;39300;JURA;39554
VERS SOUS SELLIERES;39230;JURA;39555
VERTAMBOZ;39130;JURA;39556
VESCLES;39240;JURA;39557
VEVY;39570;JURA;39558
LA VIEILLE LOYE;39380;JURA;39559
VILLARD ST SAUVEUR;39200;JURA;39560
VILLARDS D HERIA;39260;JURA;39561
VILLARD SUR BIENNE;39200;JURA;39562
VILLECHANTRIA;39320;JURA;39564
VILLENEUVE D AVAL;39600;JURA;39565
VILLENEUVE LES CHARNOD;39240;JURA;39566
VILLENEUVE SOUS PYMONT;39570;JURA;39567
VILLERSERINE;39800;JURA;39568
VILLERS FARLAY;39600;JURA;39569
VILLERS LES BOIS;39120;JURA;39570
VILLERS ROBERT;39120;JURA;39571
VILLETTE LES ARBOIS;39600;JURA;39572
VILLETTE LES DOLE;39100;JURA;39573
VILLEVIEUX;39140;JURA;39574
LE VILLEY;39230;JURA;39575
VINCELLES;39190;JURA;39576
VINCENT;39230;JURA;39577
VIREMONT;39240;JURA;39578
VIRY;39360;JURA;39579
LE VISENEY;39800;JURA;39580
VITREUX;39350;JURA;39581
VOITEUR;39210;JURA;39582
VOSBLES;39240;JURA;39583
VRIANGE;39700;JURA;39584
VULVOZ;39360;JURA;39585
ARESCHES;39110;JURA;39586
CHATEAUNEUF;39700;JURA;39901
CHAVANNE;39570;JURA;39902
EPY LANERIA;39160;JURA;39903
